sample_name,mgrast_id,biome,collection_date,country,env_package,feature,latitude,location,longitude,material,collection_time,collection_timezone,altitude,depth,elevation,samp_size,ANONYMIZED_NAME,DESCRIPTION,PLATFORM,REGION,SAMPLE_CENTER,TAXON_ID,TITLE,assigned_from_geo,common_sample_site,days_since_epoch,host_individual,mislabeled,public,sample_id
Unique name or id of the sample,,"The environmental biome represents the major classes of ecologically similar communities of plants, animals, and other organisms. Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO terms listed under environmental biome can be found from the link: http://purl.obolibrary.org/obo/ENVO_01000254","The date of sampling. Use ISO8601 compliant format, ie. 2008-01-23",The geographical origin of the sample as defined by the country or sea name. Country or sea names should be chosen from the INSDC country list: http://insdc.org/country.html,"MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. Use one of: air,  built environment, host-associated, human-associated, human-oral, human-gut, human-skin, human-vaginal, microbial mat|biofilm, miscellaneous, plant-associated, sediment, soil, wastewater|sludge, water","Environmental feature level includes geographic environmental features. Examples include: harbor, cliff, or lake. EnvO terms listed under environmental feature can be found from the link: http://purl.obolibrary.org/obo/ENVO_00002297",The geographical origin of the sample as defined by latitude. The value should be reported in decimal degrees and in WGS84 system,The geographical origin of the sample as defined by the specific local region name,The geographical origin of the sample as defined by longitude. The value should be reported in decimal degrees and in WGS84 system,"The environmental material level refers to the matter that was displaced by the sample, prior to the sampling event. Environmental matter terms are generally mass nouns. Examples include: air, soil, or water. EnvO terms listed under environmental matter can be found from the link: http://purl.obolibrary.org/obo/ENVO_00010483","The local time of sampling.  Use ISO8601 compliant format, ie. 19:23:10","The timezone of sampling.  Use ISO8601 compliant format, ie. UTC-7",The altitude of the sample is the vertical distance in meters between Earth's surface above Sea Level and the sampled position in the air.,"Depth is defined as the vertical distance in meters below surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly.",The elevation of the sampling site in meters as measured by the vertical distance from mean sea level.,"Amount or size of sample (volume, mass or area) that was collected, along with the unit used","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here",Internal ID of sample
L2S322,mgs22613,human-associated habitat,2009-02-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_618,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14277,M3,n,y,qiime:226936
L2S323,mgs23318,human-associated habitat,2009-02-03,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_619,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14278,M3,n,y,qiime:227571
L2S324,mgs22587,human-associated habitat,2009-02-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_620,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14285,M3,n,y,qiime:226913
L2S325,mgs23640,human-associated habitat,2009-02-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_621,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14286,M3,n,y,qiime:227861
L2S326,mgs24030,human-associated habitat,2009-02-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_622,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14287,M3,n,y,qiime:228211
L2S327,mgs23156,human-associated habitat,2009-02-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_623,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14288,M3,n,y,qiime:227424
L2S328,mgs22382,human-associated habitat,2009-02-14,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_624,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14289,M3,n,y,qiime:226728
L2S329,mgs23168,human-associated habitat,2009-02-15,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_625,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14290,M3,n,y,qiime:227435
L2S33,mgs22319,human-associated habitat,2009-09-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_626,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14508,M3,n,y,qiime:226672
L2S330,mgs23809,human-associated habitat,2009-02-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_627,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14291,M3,n,y,qiime:228012
L2S331,mgs23127,human-associated habitat,2009-02-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_628,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14293,M3,n,y,qiime:227398
L2S332,mgs22145,human-associated habitat,2009-02-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_629,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14294,M3,y,y,qiime:226514
L2S333,mgs22462,human-associated habitat,2009-02-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_630,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14295,M3,n,y,qiime:226800
L2S334,mgs23137,human-associated habitat,2009-02-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_631,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14296,M3,n,y,qiime:227407
L2S335,mgs22489,human-associated habitat,2009-02-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_632,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14297,M3,n,y,qiime:226824
L2S336,mgs23993,human-associated habitat,2009-02-23,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_633,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14298,M3,n,y,qiime:228178
L2S337,mgs24194,human-associated habitat,2009-02-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_634,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14299,M3,n,y,qiime:228359
L2S338,mgs22912,human-associated habitat,2009-02-25,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_635,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14300,M3,n,y,qiime:227204
L2S339,mgs23328,human-associated habitat,2009-02-26,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_636,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14301,M3,n,y,qiime:227580
L2S34,mgs23136,human-associated habitat,2009-09-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_637,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14509,M3,n,y,qiime:227406
L2S340,mgs22907,human-associated habitat,2009-02-27,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_638,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14302,M3,n,y,qiime:227200
L2S341,mgs24150,human-associated habitat,2009-02-28,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_639,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14303,M3,n,y,qiime:228319
L2S342,mgs23707,human-associated habitat,2009-03-01,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_640,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14304,M3,n,y,qiime:227921
L2S343,mgs23189,human-associated habitat,2009-03-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_641,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14305,M3,n,y,qiime:227454
L2S344,mgs24102,human-associated habitat,2009-03-03,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_642,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14306,M3,n,y,qiime:228276
L2S345,mgs23330,human-associated habitat,2009-03-04,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_643,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14307,M3,n,y,qiime:227582
L2S346,mgs23919,human-associated habitat,2009-03-05,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_644,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14308,M3,n,y,qiime:228111
L2S347,mgs24067,human-associated habitat,2009-03-07,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_645,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14310,M3,n,y,qiime:228244
L2S348,mgs23792,human-associated habitat,2009-03-08,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_646,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14311,M3,n,y,qiime:227996
L2S349,mgs23017,human-associated habitat,2009-03-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_647,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14312,M3,n,y,qiime:227299
L2S35,mgs23343,human-associated habitat,2009-09-23,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_648,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14510,M3,n,y,qiime:227593
L2S350,mgs23581,human-associated habitat,2009-03-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_649,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14313,M3,n,y,qiime:227807
L2S351,mgs22287,human-associated habitat,2009-03-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_650,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14314,M3,n,y,qiime:226643
L2S352,mgs22968,human-associated habitat,2009-03-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_651,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14315,M3,n,y,qiime:227255
L2S353,mgs22493,human-associated habitat,2009-03-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_652,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14316,M3,n,y,qiime:226828
L2S354,mgs22186,human-associated habitat,2009-03-14,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_653,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14317,M3,n,y,qiime:226552
L2S355,mgs23924,human-associated habitat,2009-03-15,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_654,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14318,M3,n,y,qiime:228115
L2S356,mgs23457,human-associated habitat,2009-03-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_655,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14319,M3,n,y,qiime:227695
L2S357,mgs24105,human-associated habitat,2009-03-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_656,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14320,M3,n,y,qiime:228279
L2S358,mgs22383,human-associated habitat,2009-03-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_657,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14321,M3,n,y,qiime:226729
L2S359,mgs23691,human-associated habitat,2009-03-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_658,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14322,M3,n,y,qiime:227906
L2S36,mgs22659,human-associated habitat,2009-09-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_659,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14511,M3,n,y,qiime:226978
L2S360,mgs22185,human-associated habitat,2009-03-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_660,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14323,M3,n,y,qiime:226551
L2S361,mgs23531,human-associated habitat,2009-03-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_661,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14324,M3,n,y,qiime:227763
L2S362,mgs23235,human-associated habitat,2009-03-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_662,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14325,M3,n,y,qiime:227495
L2S363,mgs24116,human-associated habitat,2009-03-23,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_663,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14326,M3,n,y,qiime:228288
L2S364,mgs22758,human-associated habitat,2009-03-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_664,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14327,M3,n,y,qiime:227066
L2S365,mgs22146,human-associated habitat,2009-03-25,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_665,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14328,M3,n,y,qiime:226515
L2S366,mgs22887,human-associated habitat,2009-03-27,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_666,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14330,M3,n,y,qiime:227183
L2S367,mgs23939,human-associated habitat,2009-03-28,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_667,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14331,M3,n,y,qiime:228129
L2S368,mgs22627,human-associated habitat,2009-03-29,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_668,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14332,M3,n,y,qiime:226949
L2S369,mgs23281,human-associated habitat,2009-03-30,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_669,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14333,M3,n,y,qiime:227537
L2S370,mgs23655,human-associated habitat,2009-03-31,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_670,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14334,M3,n,y,qiime:227874
L2S371,mgs23089,human-associated habitat,2009-04-01,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_671,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14335,M3,n,y,qiime:227364
L2S372,mgs22275,human-associated habitat,2009-04-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_672,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14336,M3,n,y,qiime:226632
L2S373,mgs23048,human-associated habitat,2009-04-03,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_673,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14337,M3,n,y,qiime:227327
